"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
7,544819512E1;-1,320000076E1;-2,643750191E0;-5,208750153E1;5,379904507E1
7,546819170E1;-1,325625038E1;-2,700000048E0;-5,165625381E1;5,339837762E1
7,548819596E1;-1,295625019E1;-2,643750191E0;-5,165625381E1;5,332187536E1
7,550819261E1;-1,278750038E1;-2,812500000E0;-5,184375381E1;5,347153572E1
7,552818923E1;-1,271250057E1;-2,756250143E0;-5,178750229E1;5,339616071E1
7,554819348E1;-1,271250057E1;-2,812500000E0;-5,178750229E1;5,339909382E1
7,556819004E1;-1,271250057E1;-2,887500048E0;-5,165625381E1;5,327582834E1
7,558818667E1;-1,265625095E1;-2,756250143E0;-5,184375381E1;5,343736907E1
7,560819097E1;-1,278750038E1;-2,756250143E0;-5,184375381E1;5,346860659E1
7,562818762E1;-1,248750019E1;-2,700000048E0;-5,214375305E1;5,368611220E1
7,564819191E1;-1,265625095E1;-2,456250191E0;-5,214375305E1;5,371391659E1
7,566819616E1;-1,278750038E1;-2,343750000E0;-5,184375381E1;5,344893020E1
7,568819281E1;-1,254375076E1;-2,287500143E0;-5,154375076E1;5,309742539E1
7,570819708E1;-1,230000019E1;-2,287500143E0;-5,141250229E1;5,291283448E1
7,572819370E1;-1,224375057E1;-2,043750048E0;-5,160000229E1;5,307208851E1
7,574819034E1;-1,224375057E1;-2,100000143E0;-5,160000229E1;5,307428440E1
7,576819457E1;-1,218750095E1;-2,043750048E0;-5,184375381E1;5,329621847E1
7,578819119E1;-1,235625076E1;-2,212500095E0;-5,165625381E1;5,315957720E1
7,580819545E1;-1,224375057E1;-2,343750000E0;-5,178750229E1;5,326676248E1
7,582819973E1;-1,224375057E1;-2,343750000E0;-5,190000153E1;5,337614402E1
7,584819640E1;-1,235625076E1;-2,212500095E0;-5,214375305E1;5,363341376E1
7,586820067E1;-1,241250038E1;-1,987500072E0;-5,214375305E1;5,363759227E1
7,588810668E1;-1,224375057E1;-2,043750048E0;-5,190000153E1;5,336381265E1
7,590810332E1;-1,235625076E1;-2,156250000E0;-5,184375381E1;5,333948965E1
7,592810758E1;-1,260000038E1;-2,156250000E0;-5,190000153E1;5,345109524E1
7,594810419E1;-1,248750019E1;-1,800000072E0;-5,184375381E1;5,335684090E1
7,596819152E1;-1,265625095E1;-1,987500072E0;-5,171250153E1;5,327582621E1
7,598819578E1;-1,254375076E1;-1,912500024E0;-5,184375381E1;5,337394635E1
7,600819240E1;-1,241250038E1;-1,800000072E0;-5,195625305E1;5,344868939E1
7,602818903E1;-1,254375076E1;-1,987500072E0;-5,208750153E1;5,361346524E1
7,604819327E1;-1,278750038E1;-1,987500072E0;-5,195625305E1;5,354365092E1
7,606818991E1;-1,284375095E1;-1,687500119E0;-5,201250076E1;5,360139766E1
7,608808229E1;-1,271250057E1;-1,443750024E0;-5,165625381E1;5,321710856E1
7,610808657E1;-1,278750038E1;-1,443750024E0;-5,171250153E1;5,328965560E1
7,612808320E1;-1,278750038E1;-1,200000048E0;-5,195625305E1;5,352020551E1
7,614808742E1;-1,271250057E1;-1,087500095E0;-5,190000153E1;5,344530368E1
7,616819593E1;-1,284375095E1;-1,087500095E0;-5,178750229E1;5,336749936E1
7,618819257E1;-1,284375095E1;-1,256250024E0;-5,178750229E1;5,337120475E1
7,620819685E1;-1,278750038E1;-1,087500095E0;-5,178750229E1;5,335398969E1
7,622819350E1;-1,248750019E1;-1,143750072E0;-5,195625305E1;5,344808749E1
7,624819010E1;-1,260000038E1;-1,143750072E0;-5,201250076E1;5,352913608E1
7,626819438E1;-1,271250057E1;-1,256250024E0;-5,190000153E1;5,344900367E1
7,628809035E1;-1,248750019E1;-1,200000048E0;-5,178750229E1;5,328529867E1
7,630809480E1;-1,241250038E1;-1,087500095E0;-5,195625305E1;5,342943995E1
7,632809923E1;-1,241250038E1;-1,087500095E0;-5,190000153E1;5,337474104E1
7,634809886E1;-1,254375076E1;-9,562500119E-1;-5,178750229E1;5,329357832E1
7,636820386E1;-1,265625095E1;-1,087500095E0;-5,195625305E1;5,348659249E1
7,638820032E1;-1,265625095E1;-9,562500119E-1;-5,165625381E1;5,319270308E1
7,640819681E1;-1,254375076E1;-7,875000238E-1;-5,178750229E1;5,329081753E1
7,642819808E1;-1,235625076E1;-6,562500000E-1;-5,220000076E1;5,364650666E1
7,644819470E1;-1,254375076E1;-7,125000358E-1;-5,225625229E1;5,374541136E1
7,646819133E1;-1,278750038E1;-9,562500119E-1;-5,244375229E1;5,398871858E1
7,648819556E1;-1,284375095E1;-1,012500048E0;-5,274375153E1;5,429447872E1
7,650819219E1;-1,254375076E1;-9,562500119E-1;-5,298750305E1;5,446040375E1
7,652819643E1;-1,230000019E1;-7,875000238E-1;-5,310000229E1;5,451165384E1
7,654820086E1;-1,248750019E1;-9,000000358E-1;-5,315625381E1;5,461075884E1
7,656819767E1;-1,260000038E1;-1,312500000E0;-5,321250153E1;5,469966165E1
7,658820210E1;-1,271250057E1;-1,556250095E0;-5,280000305E1;5,433111362E1
7,660819873E1;-1,254375076E1;-1,500000000E0;-5,280000305E1;5,429029384E1
7,662819519E1;-1,248750019E1;-1,500000000E0;-5,255625153E1;5,404023719E1
7,664819929E1;-1,254375076E1;-1,312500000E0;-5,225625229E1;5,375671347E1
7,666819576E1;-1,284375095E1;-1,312500000E0;-5,225625229E1;5,382750689E1
7,668819239E1;-1,308750057E1;-1,387500048E0;-5,201250076E1;5,365172936E1
7,670819666E1;-1,320000076E1;-1,256250024E0;-5,201250076E1;5,367605071E1
7,672819327E1;-1,284375095E1;-9,562500119E-1;-5,184375381E1;5,341957658E1
7,674818988E1;-1,278750038E1;-6,562500000E-1;-5,195625305E1;5,351077519E1
7,676819411E1;-1,260000038E1;-6,562500000E-1;-5,171250153E1;5,322944193E1
7,678819073E1;-1,254375076E1;-7,125000358E-1;-5,165625381E1;5,316222247E1
7,680818736E1;-1,230000019E1;-6,562500000E-1;-5,190000153E1;5,334164252E1
7,682819161E1;-1,194375038E1;-6,562500000E-1;-5,165625381E1;5,302313076E1
7,684818827E1;-1,194375038E1;-5,437500477E-1;-5,190000153E1;5,325935594E1
7,686819257E1;-1,181250000E1;-6,562500000E-1;-5,214375305E1;5,346902657E1
7,688819686E1;-1,194375038E1;-7,125000358E-1;-5,225625229E1;5,360855093E1
7,690819351E1;-1,200000000E1;-8,437500596E-1;-5,244375229E1;5,380575312E1
7,692819776E1;-1,218750095E1;-8,437500596E-1;-5,244375229E1;5,384788062E1
7,694819440E1;-1,205625057E1;-8,437500596E-1;-5,250000381E1;5,387314259E1
7,696819103E1;-1,224375057E1;-8,437500596E-1;-5,244375229E1;5,386063958E1
7,698819529E1;-1,218750095E1;-9,562500119E-1;-5,250000381E1;5,390454521E1
7,700819196E1;-1,205625057E1;-1,087500095E0;-5,250000381E1;5,387751140E1
7,702818851E1;-1,200000000E1;-1,012500048E0;-5,225625229E1;5,362593645E1
7,704819278E1;-1,194375038E1;-1,312500000E0;-5,238750076E1;5,374780057E1
7,706818941E1;-1,218750095E1;-1,200000048E0;-5,220000076E1;5,361730373E1
7,708818605E1;-1,205625057E1;-1,200000048E0;-5,238750076E1;5,377028375E1
7,710819017E1;-1,218750095E1;-1,200000048E0;-5,225625229E1;5,367206986E1
7,712818679E1;-1,224375057E1;-1,312500000E0;-5,201250076E1;5,345027895E1
7,714819104E1;-1,248750019E1;-1,012500048E0;-5,220000076E1;5,368242633E1
7,716819529E1;-1,248750019E1;-7,125000358E-1;-5,220000076E1;5,367760610E1
7,718819192E1;-1,260000038E1;-9,000000358E-1;-5,220000076E1;5,370670432E1
7,720819619E1;-1,284375095E1;-6,562500000E-1;-5,201250076E1;5,357884693E1
7,722819282E1;-1,271250057E1;-6,000000238E-1;-5,201250076E1;5,354687579E1
7,724819711E1;-1,295625019E1;-6,562500000E-1;-5,184375381E1;5,344221078E1
7,726820137E1;-1,320000076E1;-3,562500179E-1;-5,184375381E1;5,349898825E1
7,728819801E1;-1,308750057E1;-3,562500179E-1;-5,208750153E1;5,370770336E1
7,730820227E1;-1,308750057E1;-4,125000238E-1;-5,208750153E1;5,370810593E1
7,732819887E1;-1,301250076E1;-6,562500000E-1;-5,178750229E1;5,340132239E1
7,734819559E1;-1,295625019E1;-4,875000119E-1;-5,165625381E1;5,325852639E1
7,736819987E1;-1,295625019E1;-4,875000119E-1;-5,178750229E1;5,338583584E1
7,738819652E1;-1,295625019E1;-6,000000238E-1;-5,178750229E1;5,338698167E1
7,740819331E1;-1,271250057E1;-4,125000238E-1;-5,184375381E1;5,338120115E1
7,742819786E1;-1,235625076E1;-4,875000119E-1;-5,171250153E1;5,317045611E1
7,744819464E1;-1,235625076E1;-5,437500477E-1;-5,165625381E1;5,311629840E1
7,746819129E1;-1,235625076E1;-5,437500477E-1;-5,124375153E1;5,271522235E1
7,748819539E1;-1,230000019E1;-6,562500000E-1;-5,130000305E1;5,275804187E1
7,750819185E1;-1,235625076E1;-7,125000358E-1;-5,154375076E1;5,300889389E1
7,752818833E1;-1,224375057E1;-5,437500477E-1;-5,171250153E1;5,314497066E1
7,754819259E1;-1,230000019E1;-4,125000238E-1;-5,171250153E1;5,315677732E1
7,756818922E1;-1,248750019E1;-3,000000119E-1;-5,160000229E1;5,309037481E1
7,758819350E1;-1,254375076E1;-3,000000119E-1;-5,171250153E1;5,321295422E1
7,760819777E1;-1,248750019E1;-5,625000224E-2;-5,154375076E1;5,303488538E1
7,762819443E1;-1,230000019E1;-1,875000000E-1;-5,178750229E1;5,322847503E1
7,764816550E1;-1,235625076E1;-1,125000045E-1;-5,171250153E1;5,316834023E1
7,766816214E1;-1,235625076E1;1,125000045E-1;-5,160000229E1;5,305892786E1
7,768815878E1;-1,230000019E1;1,125000045E-1;-5,130000305E1;5,275408016E1
7,770816303E1;-1,211250019E1;1,125000045E-1;-5,148750305E1;5,289317808E1
7,772819288E1;-1,211250019E1;-5,625000224E-2;-5,148750305E1;5,289308835E1
7,774818953E1;-1,224375057E1;1,125000045E-1;-5,160000229E1;5,303284191E1
7,776819377E1;-1,241250038E1;0,000000000E0;-5,160000229E1;5,307193610E1
7,778819037E1;-1,265625095E1;2,437500060E-1;-5,154375076E1;5,307540245E1
7,780819462E1;-1,278750038E1;3,562500179E-1;-5,165625381E1;5,321668571E1
7,782819887E1;-1,265625095E1;3,000000119E-1;-5,141250229E1;5,294823963E1
7,784809250E1;-1,265625095E1;4,125000238E-1;-5,141250229E1;5,294899655E1
7,786809678E1;-1,308750057E1;1,125000045E-1;-5,130000305E1;5,294323036E1
7,788809341E1;-1,301250076E1;-5,625000224E-2;-5,130000305E1;5,292465071E1
7,790809005E1;-1,290000057E1;-1,125000045E-1;-5,130000305E1;5,289719259E1
7,792819732E1;-1,265625095E1;-1,125000045E-1;-5,154375076E1;5,307496196E1
7,794819390E1;-1,271250057E1;-3,000000119E-1;-5,160000229E1;5,314374758E1
7,796819053E1;-1,260000038E1;-3,562500179E-1;-5,160000229E1;5,311729624E1
7,798819476E1;-1,254375076E1;-4,875000119E-1;-5,184375381E1;5,334189863E1
7,800819140E1;-1,278750038E1;-7,875000238E-1;-5,190000153E1;5,345793188E1
7,802818805E1;-1,224375057E1;-7,875000238E-1;-5,195625305E1;5,338522095E1
7,804819232E1;-1,230000019E1;-7,125000358E-1;-5,195625305E1;5,339709629E1
7,806818896E1;-1,248750019E1;-8,437500596E-1;-5,190000153E1;5,338782383E1
7,808819321E1;-1,248750019E1;-1,087500095E0;-5,190000153E1;5,339223236E1
7,810819748E1;-1,230000019E1;-1,200000048E0;-5,171250153E1;5,316872030E1
7,812819411E1;-1,230000019E1;-1,612500072E0;-5,184375381E1;5,330726940E1
7,814819837E1;-1,241250038E1;-1,743750095E0;-5,171250153E1;5,320990175E1
7,816819501E1;-1,235625076E1;-1,687500119E0;-5,148750305E1;5,297629243E1
7,818819165E1;-1,254375076E1;-1,687500119E0;-5,148750305E1;5,302033865E1
7,820819590E1;-1,271250057E1;-1,612500072E0;-5,165625381E1;5,322195398E1
7,822819254E1;-1,278750038E1;-1,556250095E0;-5,165625381E1;5,323824413E1
7,824808848E1;-1,290000057E1;-1,743750095E0;-5,165625381E1;5,327118581E1
7,826809296E1;-1,301250076E1;-1,687500119E0;-5,178750229E1;5,342394806E1
7,828808973E1;-1,325625038E1;-1,500000000E0;-5,171250153E1;5,340562693E1
7,830809403E1;-1,331250095E1;-1,500000000E0;-5,165625381E1;5,336516879E1
7,832819899E1;-1,344375038E1;-1,612500072E0;-5,171250153E1;5,345575175E1
7,834819548E1;-1,344375038E1;-1,743750095E0;-5,165625381E1;5,340546458E1
7,836819960E1;-1,331250095E1;-1,856250048E0;-5,141250229E1;5,314050938E1
7,838819624E1;-1,325625038E1;-2,043750048E0;-5,141250229E1;5,313332739E1
7,840819285E1;-1,325625038E1;-1,743750095E0;-5,141250229E1;5,312263388E1
7,842819710E1;-1,350000095E1;-1,987500072E0;-5,148750305E1;5,326502748E1
7,844819370E1;-1,350000095E1;-2,043750048E0;-5,148750305E1;5,326715602E1
7,846819030E1;-1,344375038E1;-2,156250000E0;-5,160000229E1;5,336613228E1
7,848819454E1;-1,344375038E1;-2,212500095E0;-5,160000229E1;5,336843465E1
7,850819118E1;-1,368750095E1;-2,156250000E0;-5,141250229E1;5,324699511E1
7,852818779E1;-1,398750019E1;-2,287500143E0;-5,148750305E1;5,340267586E1
7,854819206E1;-1,440000057E1;-2,512500048E0;-5,148750305E1;5,352229109E1
7,856818870E1;-1,488750076E1;-2,756250143E0;-5,148750305E1;5,366747213E1
7,858819292E1;-1,475625038E1;-2,812500000E0;-5,160000229E1;5,374213726E1
7,860819720E1;-1,494375038E1;-3,000000000E0;-5,141250229E1;5,362425820E1
7,862819384E1;-1,524375057E1;-3,300000191E0;-5,135625076E1;5,367239910E1
7,864819812E1;-1,554375076E1;-3,300000191E0;-5,141250229E1;5,381211370E1
7,866819475E1;-1,571250057E1;-3,412500143E0;-5,165625381E1;5,410079842E1
7,868819140E1;-1,571250057E1;-3,543750048E0;-5,165625381E1;5,410923578E1
7,870819564E1;-1,548750019E1;-3,300000191E0;-5,154375076E1;5,392133999E1
7,872819231E1;-1,541250038E1;-3,487500191E0;-5,135625076E1;5,373241403E1
7,874818895E1;-1,554375076E1;-3,487500191E0;-5,118750381E1;5,360906073E1
7,876819322E1;-1,554375076E1;-3,712500095E0;-5,118750381E1;5,362416798E1
7,878818985E1;-1,554375076E1;-3,656250238E0;-5,111250305E1;5,354870981E1
7,880819410E1;-1,548750019E1;-3,787500143E0;-5,105625153E1;5,348783637E1
7,882819833E1;-1,541250038E1;-3,900000095E0;-5,088750076E1;5,331315881E1
7,884819501E1;-1,535625076E1;-3,900000095E0;-5,075625229E1;5,317162387E1
7,886819928E1;-1,524375057E1;-4,143750191E0;-5,075625229E1;5,315768753E1
7,888819590E1;-1,518750095E1;-4,087500095E0;-5,075625229E1;5,313722790E1
7,890819259E1;-1,511250019E1;-4,143750191E0;-5,058750153E1;5,295898071E1
7,892819686E1;-1,494375038E1;-4,087500095E0;-5,034375381E1;5,267368300E1
7,894819350E1;-1,500000095E1;-4,012500286E0;-5,045625305E1;5,279141653E1
7,896819012E1;-1,500000095E1;-4,087500095E0;-5,034375381E1;5,268966914E1
7,898819440E1;-1,494375038E1;-4,200000286E0;-5,045625305E1;5,279004783E1
7,900819102E1;-1,488750076E1;-4,387500286E0;-5,058750153E1;5,291486699E1
7,902819532E1;-1,488750076E1;-4,312500000E0;-5,051250076E1;5,283699526E1
7,904819958E1;-1,494375038E1;-4,387500286E0;-5,058750153E1;5,293072024E1
7,906819620E1;-1,494375038E1;-4,687500000E0;-5,058750153E1;5,295643155E1
7,908820046E1;-1,530000019E1;-4,612500191E0;-5,081250381E1;5,326608403E1
7,910819706E1;-1,518750095E1;-4,800000191E0;-5,100000381E1;5,342939805E1
7,912819369E1;-1,518750095E1;-4,687500000E0;-5,094375229E1;5,336570752E1
7,914819795E1;-1,530000019E1;-4,687500000E0;-5,070000076E1;5,316533400E1
7,916819458E1;-1,541250038E1;-4,912500381E0;-5,081250381E1;5,332530705E1
7,918819122E1;-1,541250038E1;-5,100000381E0;-5,100000381E1;5,352154296E1
7,920819550E1;-1,554375076E1;-5,043750286E0;-5,081250381E1;5,337563254E1
7,922819216E1;-1,548750019E1;-4,800000191E0;-5,094375229E1;5,346184210E1
7,924818879E1;-1,541250038E1;-4,987500191E0;-5,094375229E1;5,345733087E1
7,926819307E1;-1,530000019E1;-4,987500191E0;-5,075625229E1;5,324624222E1
7,928818968E1;-1,535625076E1;-5,100000381E0;-5,100000381E1;5,350537198E1
7,930818632E1;-1,535625076E1;-5,156250000E0;-5,105625153E1;5,356437409E1
7,932819062E1;-1,530000019E1;-4,987500191E0;-5,081250381E1;5,329986593E1
7,934818725E1;-1,554375076E1;-4,987500191E0;-5,094375229E1;5,349531983E1
7,936819152E1;-1,518750095E1;-4,856250286E0;-5,070000076E1;5,314822132E1
7,938819579E1;-1,518750095E1;-4,743750095E0;-5,075625229E1;5,319173335E1
7,940819242E1;-1,530000019E1;-4,743750095E0;-5,075625229E1;5,322396375E1
7,942819666E1;-1,541250038E1;-4,556250095E0;-5,058750153E1;5,307918513E1
7,944819326E1;-1,535625076E1;-4,387500286E0;-5,058750153E1;5,304865603E1
7,946818987E1;-1,541250038E1;-4,312500000E0;-5,058750153E1;5,305881769E1
7,948819413E1;-1,565625095E1;-4,256250381E0;-5,064375305E1;5,317916495E1
7,950819094E1;-1,560000038E1;-4,143750191E0;-5,058750153E1;5,310015055E1
7,952818774E1;-1,595625019E1;-4,200000286E0;-5,088750076E1;5,349560409E1
7,954819218E1;-1,601250076E1;-4,200000286E0;-5,081250381E1;5,344109586E1
7,956818885E1;-1,595625019E1;-3,956250191E0;-5,081250381E1;5,340565869E1
7,958819296E1;-1,590000057E1;-3,956250191E0;-5,088750076E1;5,346026251E1
7,960819710E1;-1,601250076E1;-4,087500095E0;-5,070000076E1;5,332539653E1
7,962819354E1;-1,601250076E1;-3,787500143E0;-5,088750076E1;5,348161434E1
7,964819780E1;-1,595625019E1;-3,900000095E0;-5,070000076E1;5,329448375E1
7,966819444E1;-1,590000057E1;-3,787500143E0;-5,064375305E1;5,321602107E1
7,968819107E1;-1,571250057E1;-3,787500143E0;-5,051250076E1;5,303527661E1
7,970819535E1;-1,565625095E1;-3,843750238E0;-5,058750153E1;5,309414205E1
7,972819196E1;-1,560000038E1;-4,087500095E0;-5,081250381E1;5,331020740E1
7,974806383E1;-1,565625095E1;-4,143750191E0;-5,088750076E1;5,340249614E1
7,976806810E1;-1,584375095E1;-4,312500000E0;-5,094375229E1;5,352464851E1
7,978806468E1;-1,560000038E1;-4,556250095E0;-5,088750076E1;5,341963273E1
7,980806895E1;-1,541250038E1;-4,143750191E0;-5,094375229E1;5,338522015E1
7,982819800E1;-1,548750019E1;-4,312500000E0;-5,088750076E1;5,336663801E1
7,984819463E1;-1,560000038E1;-4,612500191E0;-5,088750076E1;5,342445979E1
7,986819891E1;-1,565625095E1;-4,743750095E0;-5,081250381E1;5,338100695E1
7,988819552E1;-1,571250057E1;-4,556250095E0;-5,051250076E1;5,309571379E1
7,990819214E1;-1,590000057E1;-4,612500191E0;-5,040000153E1;5,304946117E1
7,992819640E1;-1,548750019E1;-4,312500000E0;-5,058750153E1;5,308065212E1
7,994808805E1;-1,565625095E1;-4,312500000E0;-5,051250076E1;5,305872768E1
7,996808466E1;-1,565625095E1;-4,612500191E0;-5,075625229E1;5,331594976E1
7,998808891E1;-1,590000057E1;-4,312500000E0;-5,064375305E1;5,325596115E1
8,000808554E1;-1,565625095E1;-4,143750191E0;-5,058750153E1;5,311670331E1
8,002819477E1;-1,548750019E1;-4,143750191E0;-5,040000153E1;5,288850047E1
8,004819905E1;-1,541250038E1;-4,312500000E0;-5,058750153E1;5,305881769E1
8,006819568E1;-1,535625076E1;-4,312500000E0;-5,075625229E1;5,320347019E1
8,008819991E1;-1,541250038E1;-4,500000000E0;-5,064375305E1;5,312800477E1
8,010819658E1;-1,541250038E1;-4,500000000E0;-5,058750153E1;5,307438628E1
8,012819317E1;-1,565625095E1;-4,556250095E0;-5,045625305E1;5,302557007E1
8,014809674E1;-1,548750019E1;-4,612500191E0;-5,070000076E1;5,321304255E1
8,016809355E1;-1,571250057E1;-4,612500191E0;-5,088750076E1;5,345741825E1
8,018809034E1;-1,595625019E1;-4,443750381E0;-5,100000381E1;5,362228293E1
8,020812048E1;-1,614375114E1;-4,312500000E0;-5,094375229E1;5,361421691E1
8,022822542E1;-1,601250076E1;-4,200000286E0;-5,081250381E1;5,344109586E1
8,024822188E1;-1,601250076E1;-4,087500095E0;-5,058750153E1;5,321844744E1
8,026822597E1;-1,601250076E1;-4,087500095E0;-5,064375305E1;5,327192094E1
8,028819676E1;-1,601250076E1;-4,012500286E0;-5,058750153E1;5,321273954E1
8,030819341E1;-1,614375114E1;-4,012500286E0;-5,051250076E1;5,318113945E1
8,032819769E1;-1,608750153E1;-3,956250191E0;-5,040000153E1;5,305299025E1
8,034819435E1;-1,601250076E1;-3,712500095E0;-5,058750153E1;5,319095927E1
8,036819859E1;-1,590000057E1;-3,787500143E0;-5,040000153E1;5,298410450E1
8,038819522E1;-1,595625019E1;-3,712500095E0;-5,040000153E1;5,299570483E1
8,040808536E1;-1,595625019E1;-3,600000143E0;-5,070000076E1;5,327337044E1
8,042808960E1;-1,601250076E1;-3,656250238E0;-5,081250381E1;5,340111319E1
8,044808624E1;-1,590000057E1;-3,656250238E0;-5,064375305E1;5,320684079E1
8,046808286E1;-1,565625095E1;-3,656250238E0;-5,064375305E1;5,313450934E1
8,048819365E1;-1,571250057E1;-3,543750048E0;-5,064375305E1;5,314349031E1
8,050819029E1;-1,578750038E1;-3,656250238E0;-5,058750153E1;5,311975757E1
8,052818691E1;-1,578750038E1;-3,600000143E0;-5,081250381E1;5,333025139E1
8,054819121E1;-1,590000057E1;-3,843750238E0;-5,088750076E1;5,345205485E1
8,056818784E1;-1,601250076E1;-3,900000095E0;-5,081250381E1;5,341835570E1
8,058819213E1;-1,614375114E1;-3,656250238E0;-5,081250381E1;5,344061574E1
8,060823457E1;-1,601250076E1;-3,712500095E0;-5,088750076E1;5,347635526E1
8,062823121E1;-1,620000076E1;-3,900000095E0;-5,111250305E1;5,376000366E1
8,064823546E1;-1,620000076E1;-3,956250191E0;-5,118750381E1;5,383542038E1
8,066823210E1;-1,601250076E1;-3,900000095E0;-5,111250305E1;5,370380014E1
8,068819063E1;-1,620000076E1;-4,087500095E0;-5,111250305E1;5,377393095E1
8,070819489E1;-1,620000076E1;-4,012500286E0;-5,100000381E1;5,366135083E1
8,072819151E1;-1,601250076E1;-3,900000095E0;-5,070000076E1;5,331135206E1
8,074818816E1;-1,595625019E1;-3,956250191E0;-5,064375305E1;5,324512709E1
8,076819239E1;-1,584375095E1;-3,900000095E0;-5,081250381E1;5,336801466E1
8,078818898E1;-1,595625019E1;-3,712500095E0;-5,045625305E1;5,304920404E1
8,080818558E1;-1,590000057E1;-3,656250238E0;-5,040000153E1;5,297488403E1
8,082818983E1;-1,560000038E1;-3,787500143E0;-5,040000153E1;5,289485157E1
8,084818648E1;-1,560000038E1;-3,843750238E0;-5,028750229E1;5,279173528E1
8,086819077E1;-1,511250019E1;-3,843750238E0;-5,034375381E1;5,270346882E1
8,088819505E1;-1,511250019E1;-4,012500286E0;-5,070000076E1;5,305636529E1
8,090819167E1;-1,511250019E1;-4,087500095E0;-5,075625229E1;5,311584006E1
8,092819593E1;-1,518750095E1;-4,012500286E0;-5,081250381E1;5,318525066E1
8,094819256E1;-1,488750076E1;-3,900000095E0;-5,100000381E1;5,327145642E1
8,096818922E1;-1,464375019E1;-3,900000095E0;-5,111250305E1;5,331170030E1
8,098819347E1;-1,470000076E1;-3,787500143E0;-5,111250305E1;5,331906927E1
8,100819011E1;-1,421250057E1;-3,487500191E0;-5,118750381E1;5,323831681E1
8,102819438E1;-1,434375095E1;-3,412500143E0;-5,130000305E1;5,337676144E1
8,104819866E1;-1,415625095E1;-3,487500191E0;-5,118750381E1;5,322332802E1
8,106819526E1;-1,398750019E1;-3,543750048E0;-5,135625076E1;5,334484810E1
8,108819951E1;-1,410000038E1;-3,712500095E0;-5,111250305E1;5,315148762E1
8,110819612E1;-1,391250038E1;-3,712500095E0;-5,130000305E1;5,328255471E1
8,112819273E1;-1,410000038E1;-3,956250191E0;-5,135625076E1;5,340343078E1
8,114819698E1;-1,374375057E1;-4,256250381E0;-5,154375076E1;5,351415317E1
8,116819362E1;-1,391250038E1;-4,312500000E0;-5,165625381E1;5,367051221E1
8,118819023E1;-1,415625095E1;-4,312500000E0;-5,178750229E1;5,386039817E1
8,120819449E1;-1,410000038E1;-4,200000286E0;-5,208750153E1;5,412538987E1
8,122819114E1;-1,410000038E1;-4,012500286E0;-5,184375381E1;5,387657171E1
8,124818776E1;-1,374375057E1;-4,200000286E0;-5,208750153E1;5,403367929E1
8,126819203E1;-1,374375057E1;-4,200000286E0;-5,195625305E1;5,390716941E1
8,128818865E1;-1,374375057E1;-3,956250191E0;-5,184375381E1;5,378026966E1
8,130819290E1;-1,410000038E1;-3,600000143E0;-5,195625305E1;5,395574337E1
8,132819717E1;-1,415625095E1;-3,656250238E0;-5,195625305E1;5,397425162E1
8,134819380E1;-1,391250038E1;-3,656250238E0;-5,184375381E1;5,380242227E1
8,136819809E1;-1,410000038E1;-3,956250191E0;-5,148750305E1;5,352966371E1
8,138819478E1;-1,385625076E1;-3,956250191E0;-5,171250153E1;5,368268263E1
8,140819140E1;-1,410000038E1;-3,956250191E0;-5,154375076E1;5,358376778E1
8,142819568E1;-1,410000038E1;-4,143750191E0;-5,154375076E1;5,359793764E1
8,144819231E1;-1,385625076E1;-4,012500286E0;-5,178750229E1;5,375910376E1
8,146818892E1;-1,410000038E1;-4,200000286E0;-5,148750305E1;5,354823044E1
8,148819316E1;-1,410000038E1;-4,087500095E0;-5,154375076E1;5,359361819E1
8,150818981E1;-1,434375095E1;-3,956250191E0;-5,178750229E1;5,388265491E1
8,152818645E1;-1,428750038E1;-3,712500095E0;-5,201250076E1;5,406676946E1
8,154819071E1;-1,440000057E1;-3,712500095E0;-5,214375305E1;5,422281490E1
8,156818736E1;-1,421250057E1;-3,412500143E0;-5,231250381E1;5,431609692E1
8,158819162E1;-1,428750038E1;-3,356250048E0;-5,250000381E1;5,451281943E1
8,160819588E1;-1,421250057E1;-3,712500095E0;-5,214375305E1;5,417332196E1
8,162819251E1;-1,398750019E1;-3,412500143E0;-5,220000076E1;5,414919573E1
8,164819676E1;-1,398750019E1;-3,412500143E0;-5,214375305E1;5,409497482E1
8,166819340E1;-1,374375057E1;-3,543750048E0;-5,190000153E1;5,380575250E1
8,168819001E1;-1,361250019E1;-3,487500191E0;-5,184375381E1;5,371440802E1
8,170819426E1;-1,344375038E1;-3,487500191E0;-5,160000229E1;5,343647928E1
8,172819093E1;-1,344375038E1;-3,543750048E0;-5,160000229E1;5,344017987E1
8,174819522E1;-1,320000076E1;-3,543750048E0;-5,130000305E1;5,308943866E1
8,176819949E1;-1,314375019E1;-3,056250095E0;-5,160000229E1;5,333534541E1
8,178819614E1;-1,314375019E1;-3,543750048E0;-5,171250153E1;5,347428492E1
8,180819280E1;-1,308750057E1;-3,656250238E0;-5,165625381E1;5,341366300E1
8,182818941E1;-1,295625019E1;-3,600000143E0;-5,165625381E1;5,337783227E1
8,184818604E1;-1,295625019E1;-3,412500143E0;-5,154375076E1;5,325662230E1
8,186819032E1;-1,295625019E1;-3,412500143E0;-5,154375076E1;5,325662230E1
