"Time (s)";"Magnetic Field x (µT)";"Magnetic Field y (µT)";"Magnetic Field z (µT)";"Absolute field (µT)"
3,078882068E2;1,638750076E1;-2,255625153E1;2,141250038E1;3,515437152E1
3,079082110E2;1,638750076E1;-2,261250114E1;2,148750114E1;3,523617594E1
3,079282076E2;1,631250000E1;-2,261250114E1;2,178750038E1;3,538527995E1
3,079482119E2;1,620000076E1;-2,231250000E1;2,195625114E1;3,524719344E1
3,079682161E2;1,620000076E1;-2,244375038E1;2,214375114E1;3,544725195E1
3,079882128E2;1,608750153E1;-2,244375038E1;2,208750153E1;3,536081674E1
3,080082170E2;1,601250076E1;-2,250000000E1;2,220000076E1;3,543289735E1
3,080282136E2;1,584375095E1;-2,244375038E1;2,250000000E1;3,551051077E1
3,080482103E2;1,560000038E1;-2,250000000E1;2,268750000E1;3,555745587E1
3,080682145E2;1,571250057E1;-2,250000000E1;2,261250114E1;3,555921656E1
3,080882112E2;1,571250057E1;-2,250000000E1;2,244375038E1;3,545214529E1
3,081082078E2;1,584375095E1;-2,274375153E1;2,244375038E1;3,566545400E1
3,081282121E2;1,584375095E1;-2,255625153E1;2,244375038E1;3,554617924E1
3,081482087E2;1,601250076E1;-2,268750000E1;2,250000000E1;3,574035306E1
3,081682054E2;1,608750153E1;-2,255625153E1;2,238750076E1;3,562011200E1
3,081882096E2;1,620000076E1;-2,274375153E1;2,201250076E1;3,555655281E1
3,082082063E2;1,650000000E1;-2,261250114E1;2,178750038E1;3,547210708E1
3,082282029E2;1,650000000E1;-2,255625153E1;2,195625114E1;3,554027922E1
3,082482072E2;1,631250000E1;-2,255625153E1;2,201250076E1;3,548848164E1
3,082682038E2;1,608750153E1;-2,250000000E1;2,214375114E1;3,543167256E1
3,082882081E2;1,584375095E1;-2,255625153E1;2,208750153E1;3,532232511E1
3,083082124E2;1,578750038E1;-2,238750076E1;2,195625114E1;3,510729729E1
3,083282090E2;1,571250057E1;-2,220000076E1;2,201250076E1;3,498961129E1
3,083482133E2;1,571250057E1;-2,201250076E1;2,225625038E1;3,502532719E1
3,083682099E2;1,565625095E1;-2,190000153E1;2,244375038E1;3,504925380E1
3,083882066E2;1,548750019E1;-2,201250076E1;2,244375038E1;3,504475400E1
3,084082108E2;1,578750038E1;-2,201250076E1;2,244375038E1;3,517836394E1
3,084282074E2;1,578750038E1;-2,225625038E1;2,244375038E1;3,533139936E1
3,084482041E2;1,608750153E1;-2,214375114E1;2,261250114E1;3,550321997E1
3,084682083E2;1,608750153E1;-2,231250000E1;2,268750000E1;3,565638818E1
3,084882050E2;1,601250076E1;-2,225625038E1;2,268750000E1;3,558740673E1
3,085082092E2;1,601250076E1;-2,244375038E1;2,250000000E1;3,558612246E1
3,085282135E2;1,578750038E1;-2,250000000E1;2,261250114E1;3,559242021E1
3,085482101E2;1,608750153E1;-2,231250000E1;2,250000000E1;3,553737978E1
3,085682144E2;1,601250076E1;-2,225625038E1;2,261250114E1;3,553964082E1
3,085882110E2;1,608750153E1;-2,208750153E1;2,244375038E1;3,536081674E1
3,086082076E2;1,578750038E1;-2,220000076E1;2,231250000E1;3,521268036E1
3,086282119E2;1,565625095E1;-2,208750153E1;2,244375038E1;3,516671507E1
3,086482085E2;1,571250057E1;-2,214375114E1;2,244375038E1;3,522712478E1
3,086682052E2;1,578750038E1;-2,214375114E1;2,268750000E1;3,541628918E1
3,086882094E2;1,595625019E1;-2,201250076E1;2,255625153E1;3,532614602E1
3,087082061E2;1,584375095E1;-2,208750153E1;2,255625153E1;3,532232511E1
3,087282027E2;1,560000038E1;-2,220000076E1;2,238750076E1;3,517670019E1
3,087482070E2;1,578750038E1;-2,208750153E1;2,238750076E1;3,518953086E1
3,087682037E2;1,601250076E1;-2,184375000E1;2,244375038E1;3,517487066E1
3,087882079E2;1,625625038E1;-2,214375114E1;2,238750076E1;3,543743193E1
3,088082122E2;1,620000076E1;-2,208750153E1;2,261250114E1;3,551933215E1
3,088282088E2;1,584375095E1;-2,214375114E1;2,244375038E1;3,528586247E1
3,088482131E2;1,584375095E1;-2,208750153E1;2,250000000E1;3,528643037E1
3,088682097E2;1,565625095E1;-2,201250076E1;2,255625153E1;3,519165905E1
3,088882063E2;1,578750038E1;-2,201250076E1;2,244375038E1;3,517836394E1
3,089082106E2;1,560000038E1;-2,208750153E1;2,261250114E1;3,524972260E1
3,089282072E2;1,560000038E1;-2,220000076E1;2,261250114E1;3,532032352E1
3,089482114E2;1,548750019E1;-2,195625114E1;2,255625153E1;3,508167769E1
3,089682157E2;1,530000019E1;-2,208750153E1;2,255625153E1;3,508179318E1
3,089882123E2;1,548750019E1;-2,201250076E1;2,268750000E1;3,520135663E1
3,090082166E2;1,560000038E1;-2,220000076E1;2,250000000E1;3,524840487E1
3,090282133E2;1,584375095E1;-2,220000076E1;2,250000000E1;3,535695799E1
3,090482099E2;1,560000038E1;-2,238750076E1;2,250000000E1;3,536679519E1
3,090682141E2;1,548750019E1;-2,231250000E1;2,268750000E1;3,538972979E1
3,090882108E2;1,535625076E1;-2,214375114E1;2,268750000E1;3,522616653E1
3,091082074E2;1,548750019E1;-2,214375114E1;2,280000114E1;3,535602394E1
3,091282117E2;1,571250057E1;-2,220000076E1;2,268750000E1;3,541815021E1
3,091482083E2;1,578750038E1;-2,231250000E1;2,261250114E1;3,547418826E1
3,091682126E2;1,571250057E1;-2,225625038E1;2,268750000E1;3,545343441E1
3,091882169E2;1,571250057E1;-2,225625038E1;2,285625076E1;3,556165849E1
3,092082136E2;1,578750038E1;-2,220000076E1;2,310000038E1;3,571687584E1
3,092282178E2;1,601250076E1;-2,231250000E1;2,291250038E1;3,576633208E1
3,092482145E2;1,608750153E1;-2,250000000E1;2,291250038E1;3,591713211E1
3,092682111E2;1,608750153E1;-2,280000114E1;2,291250038E1;3,610582268E1
3,092882154E2;1,608750153E1;-2,261250114E1;2,285625076E1;3,595192780E1
3,093082120E2;1,625625038E1;-2,255625153E1;2,268750000E1;3,588555163E1
3,093282087E2;1,631250000E1;-2,244375038E1;2,268750000E1;3,584051121E1
3,093482129E2;1,601250076E1;-2,250000000E1;2,268750000E1;3,574035306E1
3,093682096E2;1,608750153E1;-2,225625038E1;2,250000000E1;3,550208989E1
3,093882062E2;1,584375095E1;-2,225625038E1;2,244375038E1;3,535657020E1
3,094082105E2;1,584375095E1;-2,220000076E1;2,244375038E1;3,532118924E1
3,094282273E2;1,571250057E1;-2,201250076E1;2,244375038E1;3,514476910E1
3,094482239E2;1,548750019E1;-2,201250076E1;2,244375038E1;3,504475400E1
3,094682281E2;1,524375057E1;-2,184375000E1;2,250000000E1;3,486791284E1
3,094882248E2;1,505625057E1;-2,208750153E1;2,238750076E1;3,486758660E1
3,095082088E2;1,530000019E1;-2,225625038E1;2,214375114E1;3,492529745E1
3,095282131E2;1,541250038E1;-2,214375114E1;2,208750153E1;3,486758676E1
3,095482098E2;1,554375076E1;-2,195625114E1;2,214375114E1;3,484294573E1
3,095682141E2;1,548750019E1;-2,214375114E1;2,208750153E1;3,490080372E1
3,095882107E2;1,554375076E1;-2,231250000E1;2,190000153E1;3,491512439E1
3,096082073E2;1,578750038E1;-2,244375038E1;2,190000153E1;3,510807836E1
3,096281209E2;1,571250057E1;-2,255625153E1;2,195625114E1;3,518158782E1
3,096481175E2;1,571250057E1;-2,244375038E1;2,195625114E1;3,510956522E1
3,096681218E2;1,565625095E1;-2,208750153E1;2,208750153E1;3,494042989E1
3,096881260E2;1,554375076E1;-2,214375114E1;2,214375114E1;3,496140182E1
3,097082133E2;1,548750019E1;-2,220000076E1;2,214375114E1;3,497210904E1
3,097282100E2;1,530000019E1;-2,208750153E1;2,250000000E1;3,504565208E1
3,097482066E2;1,530000019E1;-2,208750153E1;2,261250114E1;3,511798595E1
3,097682033E2;1,530000019E1;-2,190000153E1;2,255625153E1;3,496404661E1
3,097882076E2;1,530000019E1;-2,190000153E1;2,250000000E1;3,492778368E1
3,098082118E2;1,524375057E1;-2,190000153E1;2,280000114E1;3,509732255E1
3,098281693E2;1,518750095E1;-2,184375000E1;2,285625076E1;3,507446077E1
3,098481736E2;1,530000019E1;-2,201250076E1;2,285625076E1;3,522851678E1
3,098681702E2;1,554375076E1;-2,201250076E1;2,261250114E1;3,517788489E1
3,098881668E2;1,565625095E1;-2,184375000E1;2,225625038E1;3,489424435E1
3,099082102E2;1,571250057E1;-2,184375000E1;2,231250000E1;3,495539650E1
3,099282069E2;1,560000038E1;-2,201250076E1;2,238750076E1;3,505867071E1
3,099482112E2;1,571250057E1;-2,201250076E1;2,255625153E1;3,521671971E1
3,099682154E2;1,571250057E1;-2,201250076E1;2,244375038E1;3,514476910E1
3,099882120E2;1,571250057E1;-2,220000076E1;2,238750076E1;3,522673556E1
3,100082163E2;1,571250057E1;-2,220000076E1;2,244375038E1;3,526251039E1
3,100282129E2;1,548750019E1;-2,220000076E1;2,261250114E1;3,527077975E1
3,100482096E2;1,548750019E1;-2,220000076E1;2,280000114E1;3,539128068E1
3,100682138E2;1,554375076E1;-2,201250076E1;2,280000114E1;3,529870295E1
3,100882105E2;1,548750019E1;-2,184375000E1;2,285625076E1;3,520540122E1
3,101082071E2;1,560000038E1;-2,171250153E1;2,268750000E1;3,506444625E1
3,101282114E2;1,578750038E1;-2,171250153E1;2,238750076E1;3,495537271E1
3,101482080E2;1,578750038E1;-2,171250153E1;2,250000000E1;3,502753047E1
3,101682123E2;1,554375076E1;-2,154375076E1;2,238750076E1;3,474106468E1
3,101882166E2;1,554375076E1;-2,154375076E1;2,238750076E1;3,474106468E1
3,102082132E2;1,565625095E1;-2,165625000E1;2,208750153E1;3,466942575E1
3,102282099E2;1,541250038E1;-2,165625000E1;2,201250076E1;3,451215035E1
3,102482065E2;1,548750019E1;-2,154375076E1;2,195625114E1;3,443940800E1
3,102682031E2;1,524375057E1;-2,171250153E1;2,220000076E1;3,459255249E1
3,102882074E2;1,505625057E1;-2,195625114E1;2,238750076E1;3,478459193E1
3,103082116E2;1,524375057E1;-2,195625114E1;2,214375114E1;3,471015141E1
3,103282083E2;1,530000019E1;-2,178750038E1;2,231250000E1;3,473662095E1
3,103482126E2;1,524375057E1;-2,184375000E1;2,231250000E1;3,474721574E1
3,103682092E2;1,530000019E1;-2,178750038E1;2,285625076E1;3,508836527E1
3,103882058E2;1,554375076E1;-2,178750038E1;2,285625076E1;3,519533434E1
3,104082101E2;1,571250057E1;-2,201250076E1;2,291250038E1;3,544595235E1
3,104282067E2;1,578750038E1;-2,178750038E1;2,280000114E1;3,526727085E1
3,104482110E2;1,578750038E1;-2,148750114E1;2,250000000E1;3,488850633E1
3,104682152E2;1,584375095E1;-2,148750114E1;2,261250114E1;3,498660255E1
3,104882119E2;1,584375095E1;-2,178750038E1;2,250000000E1;3,509942474E1
3,105082161E2;1,595625019E1;-2,184375000E1;2,268750000E1;3,530543854E1
3,105282128E2;1,578750038E1;-2,208750153E1;2,255625153E1;3,529712984E1
3,105482094E2;1,560000038E1;-2,220000076E1;2,244375038E1;3,521252585E1
3,105682136E2;1,530000019E1;-2,214375114E1;2,231250000E1;3,496116956E1
3,105882103E2;1,548750019E1;-2,225625038E1;2,231250000E1;3,511482592E1
3,106082069E2;1,554375076E1;-2,268750000E1;2,244375038E1;3,549722208E1
3,106282111E2;1,518750095E1;-2,280000114E1;2,238750076E1;3,537937857E1
3,106482078E2;1,530000019E1;-2,268750000E1;2,244375038E1;3,539116547E1
3,106682121E2;1,541250038E1;-2,244375038E1;2,220000076E1;3,512986099E1
3,106882163E2;1,541250038E1;-2,225625038E1;2,201250076E1;3,489177609E1
3,107082130E2;1,548750019E1;-2,214375114E1;2,201250076E1;3,485338673E1
3,107282172E2;1,554375076E1;-2,201250076E1;2,201250076E1;3,479523771E1
3,107482138E2;1,541250038E1;-2,208750153E1;2,184375000E1;3,467783594E1
3,107682105E2;1,548750019E1;-2,178750038E1;2,184375000E1;3,452111309E1
3,107882148E2;1,578750038E1;-2,171250153E1;2,178750038E1;3,457416758E1
3,108082114E2;1,554375076E1;-2,178750038E1;2,160000038E1;3,439278089E1
3,108282080E2;1,541250038E1;-2,190000153E1;2,165625000E1;3,444050521E1
3,108482123E2;1,571250057E1;-2,201250076E1;2,171250153E1;3,468235267E1
3,108682089E2;1,578750038E1;-2,201250076E1;2,171250153E1;3,471639498E1
3,108882056E2;1,578750038E1;-2,231250000E1;2,190000153E1;3,502431857E1
3,109082098E2;1,578750038E1;-2,231250000E1;2,214375114E1;3,517724462E1
3,109282065E2;1,565625095E1;-2,231250000E1;2,231250000E1;3,522518284E1
3,109482108E2;1,541250038E1;-2,231250000E1;2,255625153E1;3,527289763E1
3,109682150E2;1,560000038E1;-2,208750153E1;2,261250114E1;3,524972260E1
3,109882117E2;1,571250057E1;-2,208750153E1;2,255625153E1;3,526364815E1
3,110082159E2;1,548750019E1;-2,184375000E1;2,255625153E1;3,501137757E1
3,110282126E2;1,524375057E1;-2,195625114E1;2,255625153E1;3,497475345E1
3,110482092E2;1,524375057E1;-2,171250153E1;2,255625153E1;3,482225060E1
3,110682134E2;1,541250038E1;-2,165625000E1;2,255625153E1;3,486148039E1
3,110882101E2;1,571250057E1;-2,148750114E1;2,250000000E1;3,485463211E1
3,111082067E2;1,595625019E1;-2,141250038E1;2,250000000E1;3,491915080E1
3,111282110E2;1,595625019E1;-2,165625000E1;2,238750076E1;3,499707523E1
3,111482077E2;1,590000057E1;-2,160000038E1;2,220000076E1;3,481680727E1
3,111682119E2;1,565625095E1;-2,184375000E1;2,238750076E1;3,497810456E1
3,111882162E2;1,584375095E1;-2,178750038E1;2,244375038E1;3,506339328E1
3,112082128E2;1,595625019E1;-2,184375000E1;2,244375038E1;3,514929964E1
3,112282095E2;1,595625019E1;-2,178750038E1;2,238750076E1;3,507844471E1
3,112482061E2;1,548750019E1;-2,195625114E1;2,238750076E1;3,497341586E1
3,112682027E2;1,548750019E1;-2,201250076E1;2,238750076E1;3,500875665E1
3,112882070E2;1,548750019E1;-2,195625114E1;2,244375038E1;3,500944955E1
3,113082113E2;1,554375076E1;-2,208750153E1;2,261250114E1;3,522486507E1
3,113282079E2;1,578750038E1;-2,190000153E1;2,255625153E1;3,518010401E1
3,113482122E2;1,560000038E1;-2,201250076E1;2,261250114E1;3,520277560E1
3,113682089E2;1,554375076E1;-2,214375114E1;2,244375038E1;3,515218107E1
3,113882055E2;1,541250038E1;-2,208750153E1;2,244375038E1;3,505887652E1
3,114082098E2;1,554375076E1;-2,201250076E1;2,231250000E1;3,498579760E1
3,114282064E2;1,530000019E1;-2,195625114E1;2,214375114E1;3,473489146E1
3,114482107E2;1,518750095E1;-2,201250076E1;2,231250000E1;3,482898263E1
3,114682149E2;1,524375057E1;-2,178750038E1;2,231250000E1;3,471188212E1
3,114882116E2;1,530000019E1;-2,178750038E1;2,231250000E1;3,473662095E1
3,115082158E2;1,541250038E1;-2,190000153E1;2,225625038E1;3,482091205E1
3,115282125E2;1,548750019E1;-2,171250153E1;2,225625038E1;3,473666745E1
3,115482091E2;1,548750019E1;-2,190000153E1;2,225625038E1;3,485417350E1
3,115682134E2;1,541250038E1;-2,190000153E1;2,231250000E1;3,485689159E1
3,115882100E2;1,541250038E1;-2,178750038E1;2,238750076E1;3,483447332E1
3,116082268E2;1,541250038E1;-2,148750114E1;2,255625153E1;3,475690372E1
3,116282311E2;1,541250038E1;-2,178750038E1;2,261250114E1;3,497950184E1
3,116482277E2;1,530000019E1;-2,190000153E1;2,274375153E1;3,508530043E1
3,116682320E2;1,541250038E1;-2,171250153E1;2,274375153E1;3,501794003E1
3,116882160E2;1,530000019E1;-2,160000038E1;2,285625076E1;3,497224930E1
3,117082127E2;1,524375057E1;-2,165625000E1;2,298750114E1;3,506836615E1
3,117282170E2;1,518750095E1;-2,165625000E1;2,310000038E1;3,511784969E1
3,117482136E2;1,518750095E1;-2,160000038E1;2,310000038E1;3,508318998E1
3,117682102E2;1,518750095E1;-2,190000153E1;2,280000114E1;3,507292837E1
3,117882145E2;1,494375038E1;-2,171250153E1;2,274375153E1;3,481417285E1
3,118080845E2;1,500000095E1;-2,178750038E1;2,280000114E1;3,492184494E1
3,118280812E2;1,475625038E1;-2,178750038E1;2,280000114E1;3,481784241E1
3,118480854E2;1,470000076E1;-2,178750038E1;2,274375153E1;3,475720686E1
3,118680821E2;1,475625038E1;-2,171250153E1;2,255625153E1;3,461161844E1
3,118882129E2;1,488750076E1;-2,165625000E1;2,231250000E1;3,447431652E1
3,119082172E2;1,500000095E1;-2,184375000E1;2,255625153E1;3,479847591E1
3,119282138E2;1,500000095E1;-2,178750038E1;2,261250114E1;3,479971853E1
3,119482181E2;1,505625057E1;-2,184375000E1;2,291250038E1;3,505456845E1
3,119682148E2;1,494375038E1;-2,178750038E1;2,274375153E1;3,486099657E1
3,119882114E2;1,518750095E1;-2,178750038E1;2,261250114E1;3,488094847E1
3,120082157E2;1,518750095E1;-2,184375000E1;2,261250114E1;3,491611100E1
3,120282123E2;1,524375057E1;-2,195625114E1;2,268750000E1;3,505954295E1
3,120482089E2;1,524375057E1;-2,201250076E1;2,304375076E1;3,532614571E1
3,120682132E2;1,524375057E1;-2,171250153E1;2,298750114E1;3,510313181E1
3,120882098E2;1,541250038E1;-2,154375076E1;2,285625076E1;3,498694848E1
3,121082065E2;1,541250038E1;-2,154375076E1;2,274375153E1;3,491355895E1
3,121282108E2;1,530000019E1;-2,148750114E1;2,274375153E1;3,482931157E1
3,121482074E2;1,518750095E1;-2,135625076E1;2,285625076E1;3,477294682E1
3,121682117E2;1,518750095E1;-2,130000114E1;2,280000114E1;3,470144502E1
3,121882160E2;1,500000095E1;-2,111250114E1;2,298750114E1;3,462893215E1
3,122082126E2;1,518750095E1;-2,111250114E1;2,274375153E1;3,454961828E1
3,122282169E2;1,505625057E1;-2,124375153E1;2,255625153E1;3,444955940E1
3,122482135E2;1,505625057E1;-2,130000114E1;2,255625153E1;3,448427486E1
3,122682101E2;1,511250019E1;-2,130000114E1;2,231250000E1;3,435004173E1
3,122882144E2;1,518750095E1;-2,141250038E1;2,244375038E1;3,453805566E1
3,123082110E2;1,511250019E1;-2,165625000E1;2,231250000E1;3,457207663E1
3,123282077E2;1,518750095E1;-2,171250153E1;2,238750076E1;3,468851536E1
3,123482119E2;1,518750095E1;-2,201250076E1;2,214375114E1;3,472111879E1
3,123682086E2;1,494375038E1;-2,208750153E1;2,225625038E1;3,473491155E1
3,123882128E2;1,494375038E1;-2,208750153E1;2,214375114E1;3,466293574E1
3,124082171E2;1,475625038E1;-2,225625038E1;2,214375114E1;3,469053648E1
3,124282137E2;1,481250095E1;-2,231250000E1;2,225625038E1;3,482238535E1
3,124482103E2;1,500000095E1;-2,244375038E1;2,225625038E1;3,498660659E1
3,124682070E2;1,500000095E1;-2,238750076E1;2,214375114E1;3,487901853E1
3,124882036E2;1,494375038E1;-2,255625153E1;2,184375000E1;3,477426595E1
3,125082079E2;1,500000095E1;-2,225625038E1;2,184375000E1;3,460477025E1
3,125282121E2;1,518750095E1;-2,231250000E1;2,190000153E1;3,475799057E1
3,125482088E2;1,505625057E1;-2,238750076E1;2,201250076E1;3,482012438E1
3,125682130E2;1,505625057E1;-2,208750153E1;2,208750153E1;3,467572823E1
3,125882097E2;1,511250019E1;-2,190000153E1;2,184375000E1;3,442596611E1
3,126082063E2;1,494375038E1;-2,190000153E1;2,184375000E1;3,435222200E1
3,126282106E2;1,494375038E1;-2,195625114E1;2,171250153E1;3,430488831E1
3,126482072E2;1,524375057E1;-2,171250153E1;2,184375000E1;3,436501227E1
3,126682114E2;1,518750095E1;-2,190000153E1;2,190000153E1;3,449464189E1
3,126882157E2;1,535625076E1;-2,171250153E1;2,184375000E1;3,441506319E1
3,127082124E2;1,541250038E1;-2,178750038E1;2,178750038E1;3,445193048E1
3,127282167E2;1,530000019E1;-2,201250076E1;2,184375000E1;3,458019100E1
3,127482133E2;1,541250038E1;-2,225625038E1;2,208750153E1;3,493914098E1
3,127682100E2;1,541250038E1;-2,201250076E1;2,190000153E1;3,466562310E1
3,127882142E2;1,541250038E1;-2,195625114E1;2,190000153E1;3,462993213E1
3,128082108E2;1,505625057E1;-2,208750153E1;2,190000153E1;3,455659809E1
3,128282075E2;1,530000019E1;-2,201250076E1;2,178750038E1;3,454468655E1
3,128482117E2;1,505625057E1;-2,220000076E1;2,184375000E1;3,459306476E1
3,128682084E2;1,518750095E1;-2,201250076E1;2,214375114E1;3,472111879E1
3,128882126E2;1,541250038E1;-2,201250076E1;2,184375000E1;3,463011366E1
3,129082169E2;1,530000019E1;-2,190000153E1;2,201250076E1;3,461575165E1
3,129282135E2;1,530000019E1;-2,208750153E1;2,214375114E1;3,481800460E1
3,129482178E2;1,541250038E1;-2,201250076E1;2,238750076E1;3,497564221E1
3,129682145E2;1,548750019E1;-2,208750153E1;2,244375038E1;3,509191242E1
3,129882111E2;1,548750019E1;-2,214375114E1;2,261250114E1;3,523540244E1
3,130082154E2;1,560000038E1;-2,214375114E1;2,280000114E1;3,540544843E1
3,130282120E2;1,560000038E1;-2,214375114E1;2,255625153E1;3,524897459E1
3,130482087E2;1,554375076E1;-2,208750153E1;2,280000114E1;3,534552254E1
3,130682130E2;1,548750019E1;-2,214375114E1;2,280000114E1;3,535602394E1
3,130882096E2;1,548750019E1;-2,178750038E1;2,304375076E1;3,529266615E1
3,131082063E2;1,535625076E1;-2,190000153E1;2,315625000E1;3,537847394E1
3,131282105E2;1,524375057E1;-2,201250076E1;2,334375000E1;3,552256727E1
3,131482072E2;1,505625057E1;-2,201250076E1;2,334375000E1;3,544251028E1
3,131682114E2;1,518750095E1;-2,178750038E1;2,304375076E1;3,516205067E1
3,131882157E2;1,494375038E1;-2,201250076E1;2,304375076E1;3,519773167E1
3,132082123E2;1,481250095E1;-2,214375114E1;2,285625076E1;3,510219506E1
3,132282166E2;1,505625057E1;-2,214375114E1;2,268750000E1;3,509642506E1
3,132482132E2;1,505625057E1;-2,238750076E1;2,261250114E1;3,520250104E1
3,132682099E2;1,505625057E1;-2,214375114E1;2,238750076E1;3,490324607E1
3,132882141E2;1,524375057E1;-2,165625000E1;2,250000000E1;3,475075676E1
3,133082107E2;1,541250038E1;-2,148750114E1;2,261250114E1;3,479343446E1
3,133282073E2;1,541250038E1;-2,141250038E1;2,274375153E1;3,483272275E1
3,133482116E2;1,541250038E1;-2,141250038E1;2,274375153E1;3,483272275E1
3,133682082E2;1,530000019E1;-2,135625076E1;2,291250038E1;3,485917564E1
3,133882125E2;1,518750095E1;-2,118750000E1;2,280000114E1;3,463250487E1
3,134082167E2;1,530000019E1;-2,105625153E1;2,261250114E1;3,447870273E1
3,134282133E2;1,554375076E1;-2,111250114E1;2,274375153E1;3,470769548E1
3,134482176E2;1,548750019E1;-2,135625076E1;2,280000114E1;3,486821132E1
3,134682142E2;1,524375057E1;-2,160000038E1;2,250000000E1;3,471573056E1
3,134882109E2;1,481250095E1;-2,171250153E1;2,231250000E1;3,447739206E1
3,135082152E2;1,500000095E1;-2,165625000E1;2,238750076E1;3,457156900E1
3,135282118E2;1,505625057E1;-2,165625000E1;2,225625038E1;3,451122319E1
3,135482084E2;1,500000095E1;-2,178750038E1;2,231250000E1;3,460553218E1
3,135682127E2;1,475625038E1;-2,195625114E1;2,238750076E1;3,465579432E1
3,135882094E2;1,445625019E1;-2,220000076E1;2,225625038E1;3,460005613E1
3,136082060E2;1,464375019E1;-2,220000076E1;2,201250076E1;3,452288579E1
3,136282103E2;1,451250076E1;-2,201250076E1;2,208750153E1;3,439506639E1
3,136482069E2;1,464375019E1;-2,208750153E1;2,208750153E1;3,449862123E1
3,136682112E2;1,445625019E1;-2,201250076E1;2,195625114E1;3,428717433E1
3,136882154E2;1,451250076E1;-2,190000153E1;2,201250076E1;3,427496076E1
3,137082121E2;1,470000076E1;-2,178750038E1;2,195625114E1;3,424707520E1
3,137282164E2;1,470000076E1;-2,165625000E1;2,165625000E1;3,397169926E1
3,137482130E2;1,475625038E1;-2,160000038E1;2,178750038E1;3,404412012E1
3,137682096E2;1,445625019E1;-2,165625000E1;2,178750038E1;3,395101628E1
3,137880891E2;1,440000057E1;-2,171250153E1;2,195625114E1;3,407153802E1
3,138080934E2;1,445625019E1;-2,171250153E1;2,220000076E1;3,425282362E1
3,138280900E2;1,470000076E1;-2,165625000E1;2,231250000E1;3,439376168E1
3,138480942E2;1,440000057E1;-2,171250153E1;2,231250000E1;3,430219228E1
3,138682157E2;1,421250057E1;-2,165625000E1;2,244375038E1;3,427404656E1
3,138882123E2;1,421250057E1;-2,165625000E1;2,268750000E1;3,443415445E1
3,139082166E2;1,440000057E1;-2,160000038E1;2,244375038E1;3,431678837E1
3,139282132E2;1,458750057E1;-2,165625000E1;2,244375038E1;3,443123971E1
3,139482175E2;1,470000076E1;-2,141250038E1;2,231250000E1;3,424080681E1
3,139682141E2;1,470000076E1;-2,135625076E1;2,220000076E1;3,413238203E1
3,139881103E2;1,458750057E1;-2,141250038E1;2,220000076E1;3,411935491E1
3,140081146E2;1,488750076E1;-2,141250038E1;2,208750153E1;3,417587709E1
3,140281112E2;1,511250019E1;-2,141250038E1;2,225625038E1;3,438347736E1
3,140481079E2;1,518750095E1;-2,148750114E1;2,231250000E1;3,449957314E1
3,140682126E2;1,500000095E1;-2,160000038E1;2,255625153E1;3,464598863E1
3,140882092E2;1,500000095E1;-2,141250038E1;2,261250114E1;3,456617435E1
3,141082058E2;1,500000095E1;-2,165625000E1;2,285625076E1;3,487694642E1
3,141282101E2;1,500000095E1;-2,165625000E1;2,298750114E1;3,496310057E1
3,141482068E2;1,494375038E1;-2,171250153E1;2,285625076E1;3,488777145E1
3,141682110E2;1,475625038E1;-2,171250153E1;2,298750114E1;3,489419517E1
3,141882153E2;1,451250076E1;-2,208750153E1;2,285625076E1;3,494107327E1
3,142082119E2;1,464375019E1;-2,201250076E1;2,274375153E1;3,487503180E1
3,142282161E2;1,470000076E1;-2,184375000E1;2,280000114E1;3,482929067E1
3,142482128E2;1,475625038E1;-2,184375000E1;2,261250114E1;3,473070036E1
3,142682094E2;1,494375038E1;-2,184375000E1;2,238750076E1;3,466504406E1
3,142882136E2;1,481250095E1;-2,171250153E1;2,255625153E1;3,463563757E1
3,143082103E2;1,500000095E1;-2,165625000E1;2,280000114E1;3,484010971E1
3,143282069E2;1,500000095E1;-2,160000038E1;2,261250114E1;3,468263619E1
3,143482112E2;1,494375038E1;-2,135625076E1;2,268750000E1;3,455615399E1
3,143682078E2;1,481250095E1;-2,130000114E1;2,291250038E1;3,461333424E1
3,143882044E2;1,481250095E1;-2,154375076E1;2,285625076E1;3,472681356E1
3,144082087E2;1,481250095E1;-2,160000038E1;2,321250153E1;3,499700599E1
3,144282053E2;1,481250095E1;-2,160000038E1;2,328750038E1;3,504679550E1
3,144482096E2;1,481250095E1;-2,178750038E1;2,328750038E1;3,516266531E1
3,144682139E2;1,481250095E1;-2,195625114E1;2,304375076E1;3,510700212E1
3,144882105E2;1,481250095E1;-2,201250076E1;2,310000038E1;3,517911869E1
3,145082148E2;1,494375038E1;-2,195625114E1;2,310000038E1;3,519946956E1
3,145282114E2;1,475625038E1;-2,195625114E1;2,291250038E1;3,499723651E1
3,145482081E2;1,475625038E1;-2,184375000E1;2,285625076E1;3,488989164E1
3,145682124E2;1,470000076E1;-2,171250153E1;2,298750114E1;3,487044528E1
3,145882090E2;1,464375019E1;-2,165625000E1;2,298750114E1;3,481174791E1
3,146082057E2;1,470000076E1;-2,135625076E1;2,268750000E1;3,445144591E1
3,146282099E2;1,470000076E1;-2,130000114E1;2,255625153E1;3,433022799E1
3,146482066E2;1,470000076E1;-2,130000114E1;2,255625153E1;3,433022799E1
